project,name,facility,owner,address,city,county,cost,sqft_stated,work,status,registered,start,end,scope,design_firm,url,sqft,sqft_source,primary,duplicate_of,cost_per_sqft,cost_suspect,area_is_campus,found_by,geo_precision,lon,lat
TABS2023008613,NTT GDCA-PDC TX3,TX3 Data Center,NTT GLOBAL DATA CENTERS TX LLC,400 West Cesar Chavez Street suite 500,Garland,Dallas,110000000.0,229500,New Construction,Inspection Complete,2023-01-03,2023-03-01,2024-04-01,"New datacenter structure is approximately 230,000 square feet in size with two-story office and loading dock located on the ground floor.",,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023008613,229500,,True,,479,False,False,facility name; scope of work,address,-96.635698,32.913272
TABS2023003319,NTT GDCA-PDC TX2,TX2 Data Center,NTT Global Centers of America,2008 Lookout Drive,Garland,Dallas,110000000.0,229500,New Construction,Inspection Complete,2022-10-17,2022-11-30,2024-01-30,"New datacenter structure is approximately 230,000 square feet in size with two-story office and loading dock located on the ground floor.",Page Southerland Page,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023003319,229500,,True,,479,False,False,facility name; scope of work,address,-96.656976,32.981761
TABS2023003826,Aligned DFW02 Expansion,DFW02,Aligned Data Centers,2800 Summit Ave.,Plano,Collin,154300000.0,226610,New Construction,Review Complete,2022-10-24,2022-11-15,2025-02-28,"A new Data Center with 188,480SF of Data Hall space on two floors and 38, 130SF of Office space on three floors. The new building is located on a 19 acre site, adjacent to an existing single story Data","HKS, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023003826,226610,,True,,681,False,False,scope of work,address,-96.67669,33.00933
TABS2026016734,AREP Power House Grand Prairie,Data Center Building 1,Prairie Ridge Phase 1 Owner LP,881 Miller Road,Midlothian,Ellis,72590278.0,224152,New Construction,Project Registered,2026-04-02,2026-04-01,2028-04-01,"224,152 sf two story single tenant computer data center core and shell build out.",Ci Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016734,224152,,True,,324,False,False,facility name; scope of work,address,-97.072388,32.473511
TABS2026016282,DataBank Red Oak - DFW11 TFO,DFW11 TFO,"DB Data Center Red Oak, LLC",Stainback Rd.,Red Oak,Ellis,315000000.0,221434,Additions to Existing Building,Project Registered,2026-03-30,2026-04-01,2027-03-01,"Interior level 01 & 02 data hall tenant fit out including data rack containment along with tenant storage, and interior level 02 tenant office fit out, along with of level 02 tenant office fit out, along with level 02 tenant storage. 221,434 SF","JHET Architects, PLLC",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016282,221434,,True,,1423,False,False,scope of work,address,-96.74157,32.532569
TABS2026015329,Databank Red Oak - DFW10 TFO,DFW10 TFO,"DB Data Center Red Oak, LLC",Stainback Rd,Red Oak,Ellis,301000000.0,221434,Additions to Existing Building,Project Registered,2026-03-18,2025-02-01,2027-01-31,"Interior level 01 & 02 data hall tenant fit out including data rack containment along with tenant storage, and interior level 02 tenant office fit out, along with of level 02 tenant office fit out, along with level 02 tenant storage. 221,434 SF","JHET Architects, PLLC",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015329,221434,,True,,1359,False,False,scope of work,address,-96.74157,32.532569
TABS2026018081,DataBank Red Oak - DFW12 TFO,DFW12 TFO,"DB Data Center Red Oak 12, LLC",Stainback Rd,Red Oak,Ellis,155000000.0,221434,Additions to Existing Building,Project Registered,2026-04-20,2026-05-08,2027-10-30,"Interior level 01 & 02 data hall tenant fit out including data rack containment along with tenant storage, and interior level 02 tenant office fit out, along with level 02 tenant storage. 221,434 SF","JHET Architects, PLLC",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026018081,221434,,True,,700,False,False,scope of work,address,-96.74157,32.532569
TABS2022019141,SDC Austin,Building A,SDC Austin LLC,1300 Louis Henna Blvd,Round Rock,Williamson,45000000.0,217350,New Construction,Project Registered,2022-05-16,2022-06-27,2023-06-23,New data center ground-up building and associated service yards,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022019141,217350,,True,,207,False,False,scope of work,address,-97.69093,30.479591
TABS2023007528,QTS DFW1-DC4,QTS DFW1-DC4,QTS Data Centers,3 Longhorn Dr.,Irving,Dallas,65000000.0,214800,New Construction,Project Registered,2022-12-14,2023-05-31,2024-09-30,The project consists of a two (2) story partially built-out,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023007528,214800,,True,,303,False,False,operator name,address,-96.980893,32.893641
TABS2026003003,Vantage Data Centers TX22,TX22,Retained Vantage Data Centers Development,5207 Rogers Road,San Antonio,Bexar,272150000.0,214526,New Construction,Project Registered,2025-10-09,2025-10-22,2027-06-15,New 2-story Data Center for Data Processing,Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003003,214526,,True,,1269,False,False,project name; scope of work,address,-98.700563,29.482938
TABS2023015267,Equinix DA11-3,Equinix DA11 Tower 2,EQUINIX LLC,1990 N. Stemmons Fwy,Dallas,Dallas,180000000.0,211819,Additions to Existing Building,Inspection Complete,2023-03-29,2023-11-01,2024-12-01,"AN ADDITION (4-STORY OFFICE AND 4-STORY DATA CENTER) TO AN EXISTING DATA CENTER. SCOPE INCLUDES WALLS, DOORS, CEILINGS, LIGHTING FIXTURES, PLUMBING, MECHANICAL EQUIPMENT, SITEWORK, LANDSCAPING, GENERATORS, GENERATOR ENCLOSURES AND ROOF DUNNAGE.",,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023015267,211819,,True,,850,False,False,scope of work,address,-96.820836,32.801822
TABS2024014529,QTS Data Center,QTS DFW1-DC6,QTS Data Centers,6300 Longhorn Drive,Irving,Dallas,152000000.0,210755,New Construction,Review Complete,2024-03-24,2024-08-01,2025-11-30,"The project consists of a two (2) story 210,755 square foot partially built-out core and shell with phased data center and associated administrative spaces, equipment yards, mechanical & electrical equipment, and site improvements.","HDR Architecture, Inc",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024014529,210755,,True,,721,False,False,project name; scope of work,address,-96.97978,32.896023
TABS2026023839,Journey 2A,JNR2A,Homebound Group LLC,1362 Red Creek Rd,Haskell,Haskell,400000000.0,210420,New Construction,Project Registered,2026-06-25,2026-06-23,2027-10-27,Data Center facility with site improvements,"HDR Engineering, Inc",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023839,210420,,True,,1901,False,False,scope of work,address,-99.571967,33.141817
TABS2020000302,Cyrusone - SAT TRP USAA,Cyrusone - SAT TRP USAA,Cyrusone (Danny Cowser),Zeta Drive,San Antonio,Bexar,64000000.0,206310,New Construction,Project Closed,2019-09-05,2019-09-01,2020-07-01,"New construction building, x SF of two-story data center, x SF of office, a portion of which is two-story.",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020000302,206310,,True,,310,False,False,scope of work,address,-98.786429,29.419393
TABS2024020378,"CyrusOne Allen, DH1 Fitup",Allen DH1,Jarred Capp,2300 Chelsea Blvrd.,Allen,Collin,200000.0,204979,Renovation/Alteration,Project Registered,2024-06-07,2024-07-01,2024-12-31,The scope includes addition of one data hall and its critical rooms inside the existing one-story data center building.,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020378,204979,,True,,1,False,False,operator name; scope of work,address,-96.659922,33.138559
TABS2024016762,TierPoint DFW Data Center Expansion,TierPoint DFW Data Center,"TierPoint, LLC",13701 Independence Pkwy,Fort Worth,Tarrant,2000000.0,203218,Renovation/Alteration,Project Closed,2024-04-22,2024-05-01,2025-05-01,Conversion of unoccupied office space to a high density data hall.,Merriman Anderson Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016762,203218,,True,,10,False,False,facility name; project name; scope of work,address,-97.252473,32.979607
TABS2025025376,Evocative DAL6 Infrastructure Upgrades,Evocative Data Center DAL6,Mapletree,1221 Coit Road,Plano,Collin,30000000.0,200000,Renovation/Alteration,Project Registered,2025-08-07,2025-09-05,2027-02-27,"Mechanical and Electrical equipment replacements and additions including chillers, generators, UPS systems and electrical distribution.  Scope is detailed on Burns Engineering Drawings DAL6 Infrastructure Upgrades dated 7/2/25",Burns Engineering,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025376,200000,,True,,150,False,False,facility name,address,-96.770163,33.015403
TABS2022002911,CyrusOne Houston West 3 Data Hall Fitout-Project durden,CyrusOne Houston West 3,CyrusOne,11003 Corporate Centre Dr,Houston,Houston,45000000.0,200000,Additions to Existing Building,Review Complete,2021-10-12,2021-12-15,2022-06-15,Data Hall and Electrical room fit out of existing shell space.  New equipment service yard and equipment installation.,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022002911,200000,,True,,225,False,False,project name; scope of work,county,-95.433443,31.259445
TABS2022007682,ZHU1,CyrusOne Houston West 3,CyrusOne LLC,11003 Corporate Centre Dr,Houston,Harris,45620000.0,200000,Renovation/Alteration,Review Complete,2021-12-17,2022-01-31,2022-08-25,"Fit out of existing data hall shells with electrical and telecommunication equipment, office fit out within existing shell space and fit out of storage rooms within existing shell space",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022007682,200000,,True,,228,False,False,scope of work,address,-95.560353,29.844061
TABS2026014892,Galaxy Helios Phase 2,Helios 2,Galaxy Helios II LLC,1003 FM 193,Afton,Dickens,900000000.0,199124,New Construction,Review Complete,2026-03-13,2026-03-13,2027-02-08,"One-story Data Center / Office building with the overall area of 199,124 square feet.","Stantec Architecture, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014892,199124,,True,,4520,True,False,scope of work,address,-100.829649,33.766275
TABS2022016287,Switch AUS NAP04 Building Shell,AUS NAP04,"Switch, LTD.",150 Dell Way,Round Rock,Williamson,30000000.0,199000,New Construction,Review Complete,2022-04-11,2022-06-01,2023-03-01,New construction of Data Center Building Shell,WNB Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022016287,199000,,True,,151,False,False,scope of work,address,-97.672574,30.487843
TABS2023017484,Switch AUS NAP05 Building Shell,AUS NAP 05,Switch LTD,150 Dell Way,Round Rock,Williamson,20000000.0,196000,New Construction,Project Registered,2023-04-25,2023-06-01,2025-06-30,Office and data center support spaces.,WNB Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023017484,196000,,True,,102,False,False,scope of work,address,-97.672574,30.487843
TABS2023012685,Switch AUS NAP04 Building Tenant Improvement,AUS NAP04,Switch LTD,150 Dell Way,Round Rock,Williamson,20000000.0,196000,Renovation/Alteration,Project Registered,2023-02-24,2023-04-03,2024-12-31,Office and data center support space build-outs.,WNB Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023012685,196000,,True,,102,False,False,scope of work,address,-97.672574,30.487843
TABS2026008231,Microsoft SAT82 Data Center,SAT82,Microsoft,3580 FM 471 N,Castroville,Medina,400000000.0,195670,New Construction,Project Registered,2025-12-17,2026-08-13,2028-07-24,"The project consists of a new construction 1-story, 5 Colo data center, including a Tier II IDF network and Tier II AZNG network.",,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008231,195670,,True,,2044,False,False,project name; scope of work,address,-98.886442,29.428454
TABS2025005833,DFW III-II Building 4 Tenant Fit Out,DFW III-II Building 4,Compass Datacenters,541 Austin Blvd,Red Oak,Ellis,57000000.0,195000,Renovation/Alteration,Review Complete,2024-11-18,2024-12-13,2025-11-26,"Tenant fit out of approximately 195,000 sf of administrative and data hall spaces including renovations to existing building entrance and loading docks, office spaces, data hall computer rack and technology and electrical distribution.",HED,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005833,195000,,True,,292,False,False,scope of work,address,-96.79672,32.541719
TABS2025005831,DFW III-II Building 3 Tenant Fit Out,DFW III-II Building 3,Compass Datacenters,501 Austin Blvd,Red Oak,Ellis,57000000.0,195000,Renovation/Alteration,Review Complete,2024-11-18,2024-08-10,2025-06-09,"Tenant fit out of approximately 195,000 sf of administrative and data hall spaces including renovations to existing building entrance and loading docks, office spaces, data hall computer rack and technology and electrical distribution.",HED,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005831,195000,,True,,292,False,False,scope of work,address,-96.796988,32.541049
TABS2024024569,DFW III-II Building 1 Tenant Fit Out,DFW III-II Building 1,Compass Data Centers,441 Austin Blvd.,Red Oak,Ellis,57000000.0,195000,Renovation/Alteration,Review Complete,2024-08-02,2024-08-01,2025-05-01,"Tenant fit out of administrative and data hall spaces including renovations to existing building entrance and loading docks, office spaces, data hall computer rack and technology and electrical distribution.",HED,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024569,195000,,True,,292,False,False,scope of work,address,-96.802337,32.540305
TABS2024022632,DFW III-II Building 2 Tenant Fit Out,DFW III-II Building 2,Compass Datacenters,481 Austin Blvd,Red Oak,Ellis,57000000.0,195000,Renovation/Alteration,Review Complete,2024-07-09,2025-08-01,2026-08-01,"Tenant fit out of approximately 195,000 sf of administrative and data hall spaces including renovations to existing building entrance and loading docks, office spaces, data hall computer rack and technology and electrical distribution.",HED,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024022632,195000,,True,,292,False,False,scope of work,address,-96.797212,32.54078
TABS2025015383,DFW04-2,DFW04-2,Aligned Data Centers,601 North Star Rd.,Plano,Collin,120000000.0,190550,Renovation/Alteration,Project Registered,2025-03-28,2025-06-01,2026-08-01,Tenant fit out of data hall space.,Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015383,190550,,True,,630,False,False,scope of work,address,-96.657418,33.005332
TABS2026025594,CONFIDENTIAL DATA CENTER,BUILDING A,"AMAZON DATA SERVICES, INC",1752 County Road 241,Floydada,Floyd,300000000.0,189060,New Construction,Project Registered,2026-07-20,2026-08-01,2027-04-01,New data center building,"M. ARTHUR GENSLER & ASSOCIATES, INC.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025594,189060,,True,,1587,False,False,project name; scope of work,address,-101.185421,34.068734
TABS2026023834,PROJECT EAGLE - BUILDING D,Data Center,"AMAZON DATA SERVICES, INC",244 Eaglewood Rd,Boling,Wharton,300000000.0,189060,New Construction,Review Complete,2026-06-25,2026-08-01,2027-01-01,new data center building,"M. ARTHUR GENSLER & ASSOCIATES, INC.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023834,189060,,True,,1587,False,False,facility name; scope of work,address,-96.266428,29.515402
TABS2026023832,PROJECT EAGLE - BUILDING C,Data Center,"AMAZON DATA SERVICES, INC",240 Eaglewood Rd,Boling,Wharton,300000000.0,189060,New Construction,Review Complete,2026-06-25,2026-08-01,2027-01-01,New data center building,"M. ARTHUR GENSLER & ASSOCIATES, INC.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023832,189060,,True,,1587,False,False,facility name; scope of work,address,-96.291805,29.454664
TABS2026023826,PROJECT EAGLE - BUILDING B,Data Center,"AMAZON DATA SERVICES, INC",258 Eaglewood Rd,Boling,Wharton,300000000.0,189060,New Construction,Review Complete,2026-06-25,2026-08-01,2027-08-01,New data center building,"M. ARTHUR GENSLER & ASSOCIATES, INC.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023826,189060,,True,,1587,False,False,facility name; scope of work,address,-96.225876,29.567449
TABS2026023825,PROJECT EAGLE - BUILDING A,Data Center,"AMAZON DATA SERVICES, INC",244 Eaglewood Rd,Boling,Wharton,300000000.0,189060,New Construction,Review Complete,2026-06-25,2026-08-01,2027-01-01,New data center building,"M. ARTHUR GENSLER & ASSOCIATES, INC.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023825,189060,,True,,1587,False,False,facility name; scope of work,address,-96.266428,29.515402
TABS2026026959,PECOS COUNTY DATA CENTER,Building C,"AMAZON DATA SERVICES, INC",6000 TX-18,Fort Stockton,Pecos,300000000.0,189060,New Construction,Project Registered,2026-08-04,2026-08-01,2026-12-01,New data center building,"M. ARTHUR GENSLER & ASSOCIATES, INC.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026959,189060,,True,,1587,False,False,project name; scope of work,address,-102.912447,30.90816
